id_item,cd_item,nome
1145,0,MINISTERIO DAS CIDADES / SECRETARIA  DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
1146,0,MINISTERIO DAS CIDADES / SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS - SEDINOR
1147,0,MINISTERIO DAS CIDADES / SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL DE POLITICA URBANA
1148,0,MINISTERIO DAS CIDADES/ CAIXA ECONOMICA FEDERAL/ SECRETARIA DE ESTADODESENV.SOCIAL E POLITICA URBANA
1149,0,"MINISTERIO DAS COMUNICACOES / SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SECTES"
1150,0,MINISTERIO DE AGRICULTURA E ABASTECIMENTO / PRONAF / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MG - EMATER
1151,0,"MINISTERIO DE CIENCIA E TECNOLOGIA / SECRETARIA DE ESTADO DE CIENCIA,TECNOLOGIA E ENSINO SUPERIOR"
1152,0,MINISTERIO DE DESENVOLVIMENTO AGRARIO / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
1153,0,MINISTERIO DE DESENVOLVIMENTO AGRARIO / INSTITUTO MINEIRO DE AGROPECUARIA - IMA
1154,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATE
1155,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME / FUNDO ESTADUAL DE ASSISTENCIA SOCIAL
1156,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME / FUNDO ESTADUAL DE ASSISTENCIA SOCIAL - FEAS
1157,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MG - IDENE
1158,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
1159,0,MINISTERIO DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME /SECRETARIA DE ESTADO DE GOVERNO
1160,0,MINISTERIO DE MEIO AMBIENTE / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
1161,0,MINISTERIO DE MINAS E ENERGIA / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
1162,0,MINISTERIO DE MINAS E ENERGIA / SECRETARIA DE ESTADO DE MINAS E ENERGIA
1163,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO  / CEF / INSTITUTO DE DESENVOLVIMENTO DOP NORTE E NORDESTE DE M.G. - IDENE
1164,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO - MDA / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
1165,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / CEF / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE M.G. - IDENE
1166,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL - EMATER
1167,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER
1168,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
1169,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
1170,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / INSTITUTO MINEIRO DE AGROPECUARIA-IMA
1171,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / MINISTERIO PUBLICO
1172,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO / MISTERIO PUBLICO
1173,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO/ CAIXA ECONOMICA FEDERAL / EMPRE SA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO EST MG - EMATER
1174,0,MINISTERIO DO DESENVOLVIMENTO AGRARIO/ CAIXA ECONOMICA FEDERAL / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL - EMATER
1175,0,MINISTERIO DO DESENVOLVIMENTO INDUSTRIA E COMERCIO EXTERIOR / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
1176,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / INSTITUTO DE D ESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS - IDENE
1177,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS - IDENE
1178,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
1179,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MG -
1180,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MG - SEDINOR
1181,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
1182,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL                                 D
1183,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA DE ESTADO DE TRABALHO E EMPREGO - SETE
1184,0,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA GERAL DA GOVERNADORIA DO ESTADO DE MINAS GERAIS - SEC.GERAL
1185,0,MINISTERIO DO DESENVOLVOMENTO AGRARIO / CAIXA ECONOMICA FEDERAL / EMPR ESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO EST. MG - EMATER
1186,0,MINISTERIO DO ESPORTE  - LEI FEDERAL 9.981/00 / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES
1187,0,MINISTERIO DO ESPORTE  - LEI FEDERAL 9.981/00 / SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE
1188,0,MINISTERIO DO ESPORTE - LEI FEDERAL NO 9.981/00 / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E  ESPORTES
1189,0,MINISTERIO DO ESPORTE - LEI FEDERAL NO 9.981/00 / SECRETARIA DE ESTADO DE ESPORTES - SEESP
1190,0,MINISTERIO DO ESPORTE - LEI FEDERAL NO 9.981/00 / SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE
1191,0,MINISTERIO DO ESPORTE - LEI FEDERAL NO 9.981/00 / SECRETARIA DE ESTADO DE TURISMO E ESPORTES - SETES
1192,0,MINISTERIO DO ESPORTE / SECRETARIA DE ESTADO DE DEFESA SOCIAL
1193,0,MINISTERIO DO ESPORTE / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES
1194,0,MINISTERIO DO ESPORTE / SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE
1195,0,MINISTERIO DO ESPORTE / SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE - SEEJ
1196,0,MINISTERIO DO ESPORTE E DO TURISMO / SECRETARIA DE ESTADO DA EDUCACAO
1197,0,MINISTERIO DO ESPORTE E TURISMO  /SECRETARIA DE ESTADO DESENVOLVIMENTO SOCIAL E ESPORTES
1198,0,MINISTERIO DO ESPORTE E TURISMO - LEI FEDERAL NO 9.981/00  /SECRETARIA DESENVOLVIMENTO SOCIAL E ESPORTES
1199,0,MINISTERIO DO ESPORTE E TURISMO - LEI FEDERAL NO 9.981/00 / SECRETARIA  ESTADUAL DE DESENVOLVIMENTO SOCIAL E ESPORTES
1200,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO  DE ESPORTE LEI PELE
1201,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO  DO ESPORTE LEI PELE
1202,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO DA EDUCACAO
1203,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO DE ESPORTES
1204,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO DE ESPORTES/ SETOP
1205,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO DO ESPORTE
1206,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DE ESTADO DO TURISMO
1207,0,MINISTERIO DO ESPORTE E TURISMO / SECRETARIA DO  ESTADO DE ESPORTE
1208,0,MINISTERIO DO ESPORTE E TURISMO / SETUR / DER - SINALIZACAO
1209,0,MINISTERIO DO ESPORTE E TURISMO / SETUR / SETOP - ARMAZENS DE MINAS
1210,0,MINISTERIO DO ESPORTE E TURISMO / SETUR / SETOP - FERROVIA
1211,0,MINISTERIO DO ESPORTE E TURISMO / SETUR/ DER - RODOVIA
1212,0,MINISTERIO DO MEIO AMBIENTE  / FUNDO ESTADUAL DE MEIO AMBIENTE - FEAM
1213,0,MINISTERIO DO MEIO AMBIENTE /  SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA - SEDRU
1214,0,MINISTERIO DO MEIO AMBIENTE / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER
1215,0,MINISTERIO DO MEIO AMBIENTE / FUNDACAO CENTRO TECNOLOGICO DE MG -CETEC
1216,0,MINISTERIO DO MEIO AMBIENTE / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
1217,0,MINISTERIO DO MEIO AMBIENTE / FUNDACAO ESTADUAL DE MEIO AMBIENTE - FEAM
1218,0,MINISTERIO DO MEIO AMBIENTE / FUNDACAO ESTADUAL DO MEIO AMBIENTE
1219,0,MINISTERIO DO MEIO AMBIENTE / FUNDACAO ESTADUAL DO MEIO AMBIENTE - FEAM
1220,0,MINISTERIO DO MEIO AMBIENTE / INSTITUTO ESTADUAL DE FLORESTAS - IEF
1221,0,MINISTERIO DO MEIO AMBIENTE / INSTITUTO ESTADUAL DE FLORESTAS - IEF - PROJETO JAIBA
1222,0,MINISTERIO DO MEIO AMBIENTE / INSTITUTO ESTADUAL DE FLORETAS - IEF - PROJETO JAIBA
1223,0,MINISTERIO DO MEIO AMBIENTE / INSTITUTO MINEIRO DE AGROPECUARIA - IMA
1224,0,MINISTERIO DO MEIO AMBIENTE / MINISTERIO PUBLICA DE MINAS GERAIS
1225,0,MINISTERIO DO MEIO AMBIENTE / MINISTERIO PUBLICO
1226,0,MINISTERIO DO MEIO AMBIENTE / MINISTERIO PUBLICO DE MINAS GERAIS
1227,0,MINISTERIO DO MEIO AMBIENTE / MINISTERIO PUBLICO DO ESTADO DE MINAS GE RAIS
1228,0,MINISTERIO DO MEIO AMBIENTE / PRO-AGUA / INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
1229,0,MINISTERIO DO MEIO AMBIENTE / PROHIDRO / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS - IDENE
1230,0,MINISTERIO DO MEIO AMBIENTE / SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO  SUSTENTAVEL - SEMAD
1231,0,MINISTERIO DO MEIO AMBIENTE / SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL -SEMAD
1232,0,MINISTERIO DO MEIO AMBIENTE / SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
1233,0,MINISTERIO DO MEIO AMBIENTE / SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTaVEL
1234,0,MINISTERIO DO MEIO AMBIENTE / UNIVERSIDADE ESTADUAL DE MONTES CLAROS - UNIMONTES
1235,0,MINISTERIO DO MEIO AMBIENTE REC.HIDRICOS E AMAZONIA LEGAL/PROAGUA/INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
1236,0,MINISTERIO DO MEIO AMBIENTE RECURSOS HIDRICOS E AMAZONIA LEGAL / INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
1237,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / FUNDACAO RURAL MINEIRA - RURALMINAS"
1238,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / INSTITUTO ESTADUAL DE FLORESTAS - IEF"
1239,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / PROGRAMA DIVERSOS - SEPLAN"
1240,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / PROGRAMA DIVERSOS - SEPLAN - PROHIDRO"
1241,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / SECRETARIA DE ESTADO DA AGRICULTURA, PECUARIA E ABASTECIMENTO"
1242,0,"MINISTERIO DO MEIO AMBIENTE, REC. HIDRICOS E AMAZONIA LEGAL / SECRETARIA DE ESTADO DO PLANEJAMENTO E COORD. GERAL - SEPLAN"
1243,0,"MINISTERIO DO MEIO AMBIENTE, REC.HIDRICOS E AMAZONIA LEGAL/ PROHIDRO/INSTITUTO DE DESENV.DO NORTE E NORDESTE -IDENE"
1244,0,"MINISTERIO DO MEIO AMBIENTE, REC.HIDRICOS, AMAZONIA LEGAL/ARSENIO/INSTITUTO MINEIRO DE GESTAO DAS AGUAS -IGAM"
1245,0,"MINISTERIO DO MEIO AMBIENTE, RECURSOS HIDRICOS E AMAZONIA LEGAL / SECRETARIA ESTADUAL DA AGRICULTURA, PECUARIA E ABASTECIMENTO"
1246,0,MINISTERIO DO MEIO AMBIENTE/ PRO-AGUA/ INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
1247,0,MINISTERIO DO MEIO AMBIENTE/ SECRETARIA ESTADO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL - SEMAD
1248,0,MINISTERIO DO PLANEJAMENTO ORCAMENTO E GESTAO/ PROMOEX / TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
1249,0,"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
1250,0,"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO - SEPLAG"
1251,0,MINISTERIO DO TRABALHO / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES
1252,0,MINISTERIO DO TRABALHO / SECRETARIA DE ESTADO DESENVOLVIMENTO SOCIAL E ESPORTES
1253,0,"MINISTERIO DO TRABALHO / SECRETARIA DE ESTADO DO TRABALHO, DA ACAO SOCIAL, DA CRIANCA E DO ADOLESCENTE"
1254,0,MINISTERIO DO TRABALHO / SECRETARIA DO ESTADO DO TRABALHO ASSIST. SOCIAL DA CRIANCA E DO ADOLESCENTE
1255,0,MINISTERIO DO TRABALHO E EMPREGO - PROGRAMA NACIONAL DE INCLUSAO DE JOVENS - PROJOVEM / IDENE
1256,0,MINISTERIO DO TRABALHO E EMPREGO - PROJETO PROJOVEM TRABALHADOR / SECRETARIA DE ESTADO DE TRABALHO E EMPREGO - SETE
1257,0,MINISTERIO DO TRABALHO E EMPREGO / FAT / SECRETARIA DE ESTADO DE TRABALHO E EMPREGO - SETE
1258,0,MINISTERIO DO TRABALHO E EMPREGO / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES
1259,0,MINISTERIO DO TRABALHO E EMPREGO / SECRETARIA DE ESTADO DE TRABALHO E EMPREGO - SETE
2295,2,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME / SECRETARIA GERAL DA GOVERNADORIA DO ESTADO DE MINAS GERAIS - SEC.GERAL
2296,2,MINISTERIO DO MEIO AMBIENTE / SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENV0LVIMENTO SUSTENTAVEL - SEMAD
2297,2,MINISTERIO DO TRABALHO E EMPREGO / SECRETARIA DE ESTADO DE TRABALHO E EMPREGO - SETE
2298,2,MINISTERIO DO TURISMO / SECRETARIA DE ESTADO DE TURISMO - SETUR
2299,2,SECRETARIA DE DIREITOS HUMANOS DA PRESIDENCIA DA REPUBLICA / DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS - DEF PUB
2300,2,SECRETARIA DE POLITICAS PARA AS MULHERES DA PRESIDENCIA DA REPUBLICA / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL - SEDESE
2301,2,SECRETARIA NACIONAL DE JUVENTUDE /  SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE - SEEJ
2302,2,SECRETARIA NACIONAL DE POLITICAS SOBRE DROGAS /  SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE - SEEJ
2303,2,SEM DESCRICAO
2304,2,SERVICOS DE SAUDE PRESTADOS A PARTICULARES
2305,3,BANCO CENTRAL DO BRASIL / POLICIA MILITAR DE MINAS GERAIS - PMMG
2306,3,CONSELHO REGIONAL DE MEDICINA VETERINARIA DE MINAS GERAIS / TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS - TJMG
2307,3,CONTRIBUI  O DE SERVIDOR - PREVID NCIA SOCIAL - ESTADO - PESSOAL LICENCIADO / A DISPOSICAO
2308,3,CONTRIBUICAO APOSENTADORIA - LEI 12.328/96 - TRIBUNAL DE JUSTICAMILITAR
2309,3,CONTRIBUICAO DE PENSIONISTA CIVIL - PARA PREVIDENCIA SOCIAL - ESTADO - ASSEMBLEIA LEGISLATIVA
2310,3,CONTRIBUICAO DE SERVIDOR  INATIVO CIVIL - PARA PREVIDENCIA SOCIAL - ESTADO - TRIBUNAL DE JUSTICA
2311,3,CONTRIBUICAO DE SERVIDOR - PREVIDENCIA SOCIAL - ESTADO - PESSOAL LICENCIADO
2312,3,CONTRIBUICAO DE SERVIDOR - PREVIDENCIA SOCIAL - ESTADO - PESSOAL LICENCIADO / A DISPOSICAO
2313,3,CONTRIBUICAO DE SERVIDOR PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL AP OSENTADO ATE 31/12/2003
2314,3,CONTRIBUICAO DE SERVIDOR PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL EFETIVO APOS 31/12/01
2315,3,CONTRIBUICAO DE SERVIDORES - PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL EFETIVO APOS 31/12/01
2316,3,CONTRIBUICAO DO SEGURADO - OUTROS PREVIDENCIA SOCIAL - INSTITUTO DE PREVIDENCIA
2317,3,CONTRIBUICAO PATRONAL - OUTROS - PREVIDENCIA SOCIAL-INSTITUTOS DE PREVIDENCIA
2318,3,CONTRIBUICAO PATRONAL - PARA PREVIDENCIA SOCIAL - ESTADO - IPLEMG
2319,3,CONTRIBUICAO PATRONAL - PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL EFETIVO APOS 31/12/01
2320,3,CONTRIBUICAO PATRONAL PARA PREVIDENCIA SOCIAL-ESTADO - PESSOAL APOSENT ADO ATE 31/12/2003
2321,3,COTA-PARTE DOS MUNICIPIOS - IPI
2322,3,DEDUCAO DA RECEITA DA COTA-PARTE DOS MUNICIPIOS - IPI
2323,3,FINEP / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
2324,3,FUNDACAO BIBLIOTECA NACIONAL / SECRETARIA DE ESTADO DE CULTURA - SEC
2325,3,FUNDO NACIONAL DE SAUDE - PROGRAMA ACAO VIGILANCIA EPIDEMIOLOGICA / FUNDO ESTADUAL DE SAUDE
2326,3,FUNDO NACIONAL DE SAUDE / INCENTIVO A PROCURA DE ORGAOS E TECIDOS / FUNDO ESTADUAL DE SAUDE
2327,3,FUNDO NACIONAL DE SAUDE / MEDICAMENTOS EXCEPCIONAIS / FUNDO ESTADUAL DE SAUDE
2328,3,FUNDO NACIONAL DE SAUDE / VIGILANCIA SANITARIA / FUNDO ESTADUAL DE SAUDE
2329,3,INFRAERO / SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO - SEDE
2330,3,"INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - INCRA / SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA"
2331,3,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO / INSTITUTO MINEIRO DE AGROPECUARIA - IMA"
2332,3,"MINISTERIO DA CIENCIA E TECNOLOGIA / FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO,CAPACITACAO E PESQUISA APLICADA EM AGUAS - HIDROEX"
2333,3,MINISTERIO DA JUSTICA / SECRETARIA DE ESTADO DE DEFESA SOCIAL - SEDS
2334,3,MINISTERIO DO DESENVOLVIMENTO AGRARIO / INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
2335,3,MINISTERIO DO DESENVOLVIMENTO AGRARIO / INSTITUTO MINEIRO DE AGROPECUARIA - IMA
2336,3,MINISTERIO DO ESPORTE / UNIVERSIDADE ESTADUAL DE MONTES CLAROS - UNIMONTES
2337,3,MINISTERIO DO MEIO AMBIENTE /  SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA - SEDRU
2338,3,MINISTERIO DO TRABALHO E EMPREGO / SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL - SEDESE
2339,3,SECRETARIA DA RECEITA FEDERAL DO BRASIL / MINISTERIO PUBLICO
2340,3,SECRETARIA DE AVIACAO CIVIL - DECEA / SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS - SETOP
2341,3,SECRETARIA DE DIREITOS HUMANOS DA PRESIDENCIA DA REPUBLICA / DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS - DEF PUB
2342,3,SECRETARIA DE POLITICAS DE PROMOCAO DA IGUALDADE RACIAL  DA PRESIDENCIA DA REPUBLICA / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL - S
2343,3,SECRETARIA DE POLITICAS DE PROMOCAO DA IGUALDADE RACIAL  DA PRESIDENCIA DA REPUBLICA / SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL - SEDESE
2344,3,SECRETARIA NACIONAL DE POLITICAS SOBRE DROGAS /  SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE - SEEJ
2345,4,CONTRIBUICAO DE PENSIONISTA CIVIL - PARA PREVIDENCIA SOCIAL - ESTADO - TRIBUNAL DE JUSTICA
2346,4,CONTRIBUICAO DE SERVIDOR  INATIVO CIVIL - PARA PREVIDENCIA SOCIAL - ESTADO - TRIBUNAL DE JUSTICA MILITAR
2347,4,CONTRIBUICAO DE SERVIDOR - PARA PREVIDENCIA SOCIAL - ESTADO - ASSEMBLEIA LEGISLATIVA
2348,4,CONTRIBUICAO DE SERVIDOR OUTROS -  PREVIDENCIA SOCIAL - INSTITUTOS DE PREVIDENCIA
2349,4,CONTRIBUICAO DE SERVIDOR PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL AP OSENTADO A PARTIR DE 01/01/2004
2350,4,CONTRIBUICAO DE SERVIDORES - PARA PREVIDENCIA SOCIAL - ESTADO PESSOAL APOSENTADO COM INGRESSO ATE 31/12/01
2351,4,CONTRIBUICAO DO SEGURADO - OUTROS SAUDE - INSTITUTOS DE PREVIDENCIA
2352,4,CONTRIBUICAO PATRONAL - OUTROS - SAUDE - INSTITUTOS DE PREVIDENCIA
2353,4,CONTRIBUICAO PATRONAL - PARA PREVIDENCIA SOCIAL - ESTADO - ASSEMBLEIA LEGISLATIVA
2354,4,CONTRIBUICAO PATRONAL - PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL APOSENTADO COM INGRESSO ATE 31/12/01
2355,4,CONTRIBUICAO PATRONAL PARA PREVIDENCIA SOCIAL - ESTADO - PESSOAL APOSE NTADO A PARTIR DE 01/01/2004
2356,4,COTA-PARTE DOS MUNICIPIOS PARA FUNDEF - IPI
2357,4,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL / POLICIA MILITAR DE MINAS GERAIS - PMMG
2358,4,"FINEP / SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SECTES"
2359,4,FUNDO NACIONAL DE SAUDE - VIGILANCIA SANITARIA / FUNDO ESTADUAL DE SAUDE
2360,4,INFRAERO / CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS- CBMMG
2361,4,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS - IDENE"
2362,4,"MINISTERIO DA CIENCIA E TECNOLOGIA / FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO,CAPACITACAO E PESQUISA APLICADA EM AGUAS - HIDROEX"
2363,4,MINISTERIO DA INTEGRACAO NACIONAL / INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS - IDENE
2364,4,MINISTERIO DA JUSTICA / DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS - DEF PUB
2365,4,MINISTERIO DA JUSTICA / FUNDACAO DE ARTE DE OURO PRETO - FAOP
2366,4,MINISTERIO DA JUSTICA / FUNDACAO JOAO PINHEIRO - FJP
1648,0,RECEITA DE OUTORGA DOS SERVICOS DE TRANSPORTE RODOVIARIO INTERESTADUAL E INTERNACIONAL DE PASSAGEIRO
1649,0,RECEITA DE OUTORGA DOS SERVICOS DE TRANSPORTE METROPOLITANO - LEI 13.452 - FUNTRANS
1650,0,RECEITA DE PUBLICACOES
1651,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE  RECURSOS VINCULADOS - ROYALTIES
1652,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS -  MANUTENCAO E DESENVOLVIMENTO DO ENSINO
1653,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - ACOES E SERVICOS PUBLICOS DE SAUDE
1654,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO -CIDE
1655,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDEF
1656,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE
1657,0,RECEITA DE REMUNERACAO DE DEPOSITOS BANCARIOS DE RECURSOS VINCULADOS - FUNDO NACIONAL DE ASSISTENCIA SOCIAL
1658,0,RECEITA DE REMUNERACAO DE DEPOSITOS DE POUPANCA
