id_unidade_orc,sqa_unidade_orcam,ano_exercicio,cd_unidade_orc,id_grupo_administracao,grupo_administracao,id_administracao,administracao,nome
2467,1469.0,2012,2241,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE GESTAO DAS AGUAS
2468,1489.0,2012,4331,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO METROPOLITANO
2469,364.0,2004,1261,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE EDUCACAO
2470,369.0,2004,1271,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CULTURA
2471,377.0,2004,2301,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
2472,384.0,2004,4331,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO METROPOLITANO
2473,396.0,2004,4451,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR
2474,1144.0,2010,4101,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE HABITACAO
2475,1149.0,2010,4121,4,FUNDOS,4,FUNDOS,FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS
2476,1179.0,2010,2251,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS
2477,1404.0,2011,1601,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE PRIORIDADES ESTRATEGICAS
2479,297.0,2004,2041,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,LOTERIA DO ESTADO DE MINAS GERAIS
2480,298.0,2004,3041,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
2481,301.0,2004,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2482,311.0,2004,1081,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO
2483,1255.0,2010,2431,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE
2484,1256.0,2010,2441,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MG
2485,143.0,2003,4011,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO MINERO-METALURGICO
2486,154.0,2003,4051,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO A INDUSTRIALIZACAO
2487,72.0,2002,2111,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO RURAL MINEIRA - RURALMINAS
2488,615.0,2006,2141,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS
2489,624.0,2006,2171,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO DE ARTE DE OURO PRETO
2490,717.0,2007,3041,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
2491,720.0,2007,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2492,737.0,2007,4101,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE HABITACAO
2493,102.0,2002,3111,5,EMPRESAS DEPENDENTES,5,EMPRESAS SUBVENCIONADAS,EMPRESA MINEIRA DE TURISMO
2494,106.0,2002,5041,5,EMPRESAS DEPENDENTES,5,EMPRESAS SUBVENCIONADAS,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MG
2495,121.0,2002,4061,4,FUNDOS,4,FUNDOS,FUNDO PRO-FLORESTA
2496,1046.0,2009,2271,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS
2497,518.0,2005,1291,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MINAS E ENERGIA
2498,540.0,2005,4451,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR
2499,543.0,2005,9901,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RECEITA GERAL DO ESTADO
2500,544.0,2005,1911,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVERSOS
2501,170.0,2003,1111,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA
2502,180.0,2003,1141,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO
2503,182.0,2003,4141,4,FUNDOS,4,FUNDOS,FUNDO PENITENCIARIO ESTADUAL
2504,189.0,2003,2161,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO EDUCACIONAL CAIO MARTINS
2505,940.0,2008,1411,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TURISMO
2506,950.0,2008,1441,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
2507,1502.0,2012,1911,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVERSOS
2508,565.0,2005,1491,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE GOVERNO
2509,566.0,2005,1501,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2510,572.0,2005,1521,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS
2511,574.0,2005,4461,4,FUNDOS,4,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCIA
2512,405.0,2004,1401,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
2513,415.0,2004,9801,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,FOLHA DE PESSOAL CENTRALIZADA
2514,1503.0,2012,1991,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RESERVA DE CONTINGENCIA
2515,1508.0,2012,2411,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS
2516,1510.0,2012,9801,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,FOLHA DE PESSOAL CENTRALIZADA
2517,1514.0,2012,1451,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DEFESA SOCIAL
2518,1522.0,2012,4101,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE HABITACAO
2519,1267.0,2011,1091,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA
2520,1273.0,2011,1221,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
2521,1286.0,2011,1461,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
2522,424.0,2004,1461,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
2523,432.0,2004,1101,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
2524,437.0,2005,4011,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO MINERO-METALURGICO
2525,1557.0,2012,9999,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EMG - ADMINISTRACAO DIRETA
2526,192.0,2003,4171,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL
2527,194.0,2003,4181,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE  DESENVOLVIMENTO DE COMUNIDADES
2528,217.0,2003,4261,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO DE INDUSTRIAS ESTRATEGICAS
2529,957.0,2008,1511,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA CIVIL DO ESTADO DE MINAS GERAIS
2530,960.0,2008,4441,4,FUNDOS,4,FUNDOS,FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
2531,969.0,2008,4491,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE CULTURA
2532,971.0,2008,4511,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO AO DESENVOLVIMENTO
2533,1188.0,2010,2281,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS
2534,1189.0,2010,4291,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE SAUDE
2535,1197.0,2010,4331,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO METROPOLITANO
2536,1202.0,2010,2371,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE AGROPECUARIA
2537,1207.0,2010,4451,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR
2538,1208.0,2010,1915,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRANSFERENCIAS DO ESTADO A EMPRESAS
2539,1209.0,2010,9901,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,RECEITA GERAL DO ESTADO
2540,1216.0,2010,4411,4,FUNDOS,4,FUNDOS,FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS
2541,1132.0,2010,4061,4,FUNDOS,4,FUNDOS,FUNDO PRO-FLORESTA
2542,1143.0,2010,2101,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO ESTADUAL DE FLORESTAS
2543,1148.0,2010,2121,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS
2544,218.0,2003,5261,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,TREM METROPOLITANO DE BELO  HORIZONTE S.A.
2545,825.0,2007,1471,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
2546,661.0,2006,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE
2547,671.0,2006,1915,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRANSFERENCIAS DO ESTADO A EMPRESAS
2548,688.0,2006,1441,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
2549,1228.0,2010,1501,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2550,1236.0,2010,4461,4,FUNDOS,4,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCIA
2551,1237.0,2010,1101,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS
2552,1243.0,2010,4521,4,FUNDOS,4,FUNDOS,FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS
2553,1244.0,2010,4491,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE CULTURA
2554,1246.0,2010,4511,4,FUNDOS,4,FUNDOS,FUNDO DE INCENTIVO AO DESENVOLVIMENTO
2555,861.0,2008,1081,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO
2556,1572.0,2013,1191,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE FAZENDA
2557,1574.0,2013,1231,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2558,1575.0,2013,4581,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DO CAFE
2559,1583.0,2013,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A  PESSOA DEFICIENTE
2560,1590.0,2013,4141,4,FUNDOS,4,FUNDOS,FUNDO PENITENCIARIO ESTADUAL
2561,1604.0,2013,4251,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE ASSISTENCIA SOCIAL
2562,1607.0,2013,1491,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE GOVERNO
2563,768.0,2007,2231,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,ADMINISTRACAO DE ESTADIOS DO ESTADO DE MINAS GERAIS
2564,769.0,2007,2241,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE GESTAO DAS AGUAS
2565,787.0,2007,1321,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE SAUDE
2566,790.0,2007,2331,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PESOS E MEDIDAS DO ESTADO DE MINAS GERAIS
2567,791.0,2007,4331,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO METROPOLITANO
2568,792.0,2007,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE
2569,795.0,2007,1371,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
2570,796.0,2007,2371,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE AGROPECUARIA
2571,817.0,2007,2421,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
2572,1629.0,2013,4431,4,FUNDOS,4,FUNDOS,FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
2573,1635.0,2013,2081,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS
2574,1645.0,2013,2181,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CLOVIS SALGADO
2575,1649.0,2013,2241,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE GESTAO DAS AGUAS
2576,1662.0,2013,2381,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS
2577,1665.0,2013,2411,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS
2578,1754.0,2014,4421,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS
2579,1759.0,2014,1511,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA CIVIL DO ESTADO DE MINAS GERAIS
2580,1763.0,2014,4321,4,FUNDOS,4,FUNDOS,"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
2581,1767.0,2014,1571,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS
2582,1768.0,2014,1581,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRABALHO E EMPREGO
2583,1781.0,2014,4551,4,FUNDOS,4,FUNDOS,FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE M
2584,1806.0,2014,4381,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES
2585,1810.0,2014,2351,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,UNIVERSIDADE DO ESTADO DE MINAS GERAIS
2586,1811.0,2014,2361,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
2656,1325.0,2011,2311,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,UNIVERSIDADE ESTADUAL DE MONTES CLAROS
2657,1341.0,2011,3151,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,RADIO INCONFIDENCIA LTDA.
2658,1344.0,2011,4091,4,FUNDOS,4,FUNDOS,FUNDO PARA A INFANCIA E A ADOLESCENCIA
2659,1462.0,2012,2201,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS
2660,1464.0,2012,2211,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO TV MINAS CULTURAL E EDUCATIVA
2661,1465.0,2012,1221,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,"SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
2662,324.0,2004,5111,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA MINEIRA DE TURISMO
2663,326.0,2004,2121,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS
2664,330.0,2004,1141,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO
2665,234.0,2003,4331,4,FUNDOS,4,FUNDOS,FUNDO DE DESENVOLVIMENTO METROPOLITANO
2666,235.0,2003,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE
2667,1360.0,2011,4431,4,FUNDOS,4,FUNDOS,FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
2668,502.0,2005,2241,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO MINEIRO DE GESTAO DAS AGUAS
2104,571.0,2005,1941,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2105,411.0,2004,2411,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS
2106,418.0,2004,4431,4,FUNDOS,4,FUNDOS,FUNDO DE PREVIDENCIA DO ESTADO DE MINAS GERAIS
2107,420.0,2004,1451,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DEFESA SOCIAL
2108,423.0,2004,1481,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES
2109,303.0,2004,3051,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS
2110,1505.0,2012,1411,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TURISMO
2111,1511.0,2012,2421,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
2112,1516.0,2012,1501,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2113,1269.0,2011,1111,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA
2114,1275.0,2011,1251,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA MILITAR DO ESTADO DE MINAS GERAIS
2115,1284.0,2011,1441,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS
2116,1285.0,2011,1451,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DEFESA SOCIAL
2117,1292.0,2011,1521,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,CONTROLADORIA-GERAL DO ESTADO
2118,1293.0,2011,1531,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE
2119,954.0,2008,1481,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
2120,343.0,2004,2181,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO CLOVIS SALGADO
2121,386.0,2004,1351,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE HABITACAO E DESENVOLVIMENTO URBANO
2122,438.0,2005,1021,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
2123,956.0,2008,1471,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
2124,961.0,2008,4461,4,FUNDOS,4,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCIA
2125,965.0,2008,1931,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS
2126,1198.0,2010,1341,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE
2127,1214.0,2010,4401,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE PROMOCAO DOS DIREITOS HUMANOS
2128,1215.0,2010,1411,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TURISMO
2129,1136.0,2010,1081,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,ADVOCACIA-GERAL DO ESTADO
2130,1139.0,2010,1091,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,PROCURADORIA GERAL DE JUSTICA
2131,1146.0,2010,2111,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO RURAL MINEIRA - RURALMINAS
2132,1162.0,2010,2171,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,FUNDACAO DE ARTE DE OURO PRETO
2133,1178.0,2010,1251,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,POLICIA MILITAR DO ESTADO DE MINAS GERAIS
2134,1358.0,2011,4411,4,FUNDOS,4,FUNDOS,FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE
2135,631.0,2006,2201,2,AUTARQUIAS E FUNDAC?ES,3,FUNDACOES,INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA
2136,653.0,2006,1301,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS
2137,680.0,2006,4381,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES
2138,682.0,2006,2411,2,AUTARQUIAS E FUNDAC?ES,2,AUTARQUIAS,INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS
2139,691.0,2006,1501,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
2140,1234.0,2010,1521,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS
2141,1238.0,2010,4471,4,FUNDOS,4,FUNDOS,FUNDO MAQUINAS PARA O DESENVOLVIMENTO
2142,847.0,2008,1021,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
2143,850.0,2008,3041,5,EMPRESAS DEPENDENTES,5,EMPRESA EST. DEPENDENTES,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS
2144,1562.0,2013,1051,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS
2145,1566.0,2013,4441,4,FUNDOS,4,FUNDOS,FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS
2146,1579.0,2013,4491,4,FUNDOS,4,FUNDOS,FUNDO ESTADUAL DE CULTURA
2147,1580.0,2013,1301,1,ADMINISTRACAO DIRETA,1,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO  DE TRANSPORTES  E OBRAS PUBLICAS
2148,1591.0,2013,4321,4,FUNDOS,4,FUNDOS,"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
2149,1593.0,2013,4481,4,FUNDOS,4,FUNDOS,FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS
2150,1594.0,2013,4521,4,FUNDOS,4,FUNDOS,FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS
